Date,Open,High,Low,Close,Adj Close,Volume
2022-02-26 00:00:00:00:00,39213.08203,39289.26172,39174.82422,39229.00391,39229.00391,46819328
2022-02-26 00:15:00:00:00,39223.27344,39331.79297,39201.10547,39312.19922,39312.19922,58699776
2022-02-26 00:30:00:00:00,39342.03516,40005.34766,39317.14453,40005.34766,40005.34766,795893760
2022-02-26 00:45:00:00:00,39917.32031,39917.32031,39746.14844,39761.125,39761.125,453017600
2022-02-26 01:00:00:00:00,39771.59766,39802.59766,39715.17188,39715.17188,39715.17188,34775040
2022-02-26 01:15:00:00:00,39719.34766,39776.29688,39704.36719,39759.87109,39759.87109,0
2022-02-26 01:30:00:00:00,39759.98828,39759.98828,39632.10938,39632.10938,39632.10938,0
2022-02-26 01:45:00:00:00,39629.91406,39699.35547,39629.91406,39694.875,39694.875,5912576
2022-02-26 02:00:00:00:00,39704.78906,39707.38672,39637.36328,39671.75391,39671.75391,0
2022-02-26 02:15:00:00:00,39679.32031,39716.55469,39676.21875,39676.21875,39676.21875,58503168
2022-02-26 02:30:00:00:00,39681.09375,39681.09375,39553.46094,39587.66016,39587.66016,0
2022-02-26 02:45:00:00:00,39594.35156,39635.84766,39580.14844,39580.14844,39580.14844,0
2022-02-26 03:00:00:00:00,39582.82031,39603.75,39530.64844,39530.64844,39530.64844,0
2022-02-26 03:15:00:00:00,39513.22266,39513.22266,39360.80859,39419.07031,39419.07031,430080
2022-02-26 03:30:00:00:00,39397.45703,39416.48438,39383.85156,39411.32031,39411.32031,0
2022-02-26 03:45:00:00:00,39412.60938,39449.32422,39412.60938,39418.76563,39418.76563,0
2022-02-26 04:00:00:00:00,39420.37891,39447.35938,39420.37891,39444.22266,39444.22266,0
2022-02-26 04:15:00:00:00,39438.67969,39438.67969,39340.58984,39408.17969,39408.17969,45502464
2022-02-26 04:30:00:00:00,39407.74219,39430.8125,39402.24609,39417.09766,39417.09766,3571712
2022-02-26 04:45:00:00:00,39422.24219,39455.42578,39404.51953,39405.44531,39405.44531,26691584
2022-02-26 05:00:00:00:00,39404.65234,39404.65234,39368.11328,39382.64453,39382.64453,0
2022-02-26 05:15:00:00:00,39380.16797,39391.74609,39240.60938,39240.60938,39240.60938,0
2022-02-26 05:30:00:00:00,39252.625,39268.59766,39192.85938,39192.85938,39192.85938,29095936
2022-02-26 05:45:00:00:00,39139.33984,39156.05859,39055.19531,39055.19531,39055.19531,66967552
2022-02-26 06:00:00:00:00,39059.24609,39138,39059.24609,39132.35547,39132.35547,30332928
2022-02-26 06:15:00:00:00,39126.44922,39171.125,39094.375,39163.36328,39163.36328,18270208
2022-02-26 06:30:00:00:00,39163.33594,39180.03906,39137.04688,39180.03906,39180.03906,22724608
2022-02-26 06:45:00:00:00,39179.9375,39205.09766,39149.22266,39160.59766,39160.59766,25448448
2022-02-26 07:00:00:00:00,39155.38281,39166.90234,39037.73438,39037.73438,39037.73438,0
2022-02-26 07:15:00:00:00,39023.07031,39128.42578,39023.07031,39128.42578,39128.42578,32583680
2022-02-26 07:30:00:00:00,39111.98828,39131.44531,39087.96484,39131.44531,39131.44531,6338560
2022-02-26 07:45:00:00:00,39134.42578,39200.35156,39131.38281,39177.99219,39177.99219,8351744
2022-02-26 08:00:00:00:00,39180.0625,39208.51953,39180.0625,39208.51953,39208.51953,0
2022-02-26 08:15:00:00:00,39234.23047,39420.13672,39234.23047,39344.94531,39344.94531,99842048
2022-02-26 08:30:00:00:00,39354.72266,39354.72266,39145.10156,39155.70313,39155.70313,0
2022-02-26 08:45:00:00:00,39153.1875,39153.1875,38813.38672,38813.38672,38813.38672,141639680
2022-02-26 09:00:00:00:00,38821.69531,38838.17969,38817.70313,38817.70313,38817.70313,8902656
2022-02-26 09:15:00:00:00,38770.60547,38885.01563,38702.53516,38857.05469,38857.05469,100261888
2022-02-26 09:30:00:00:00,38863.54688,38885,38846.07031,38885,38885,0
2022-02-26 09:45:00:00:00,38888.98047,38907.41797,38784.45703,38784.45703,38784.45703,0
2022-02-26 10:00:00:00:00,38806.06641,38939.82422,38806.06641,38931.88281,38931.88281,27019264
2022-02-26 10:15:00:00:00,38939.21094,38990.57031,38923.01563,38951.40234,38951.40234,22880256
2022-02-26 10:30:00:00:00,38952.61328,38996.73047,38936.21484,38936.21484,38936.21484,0
2022-02-26 10:45:00:00:00,38944.22656,39032.33594,38944.22656,39025.98047,39025.98047,64540672
2022-02-26 11:00:00:00:00,39027.37891,39076.09375,38932.26563,38932.26563,38932.26563,20772864
2022-02-26 11:15:00:00:00,38935.25781,38969.23438,38888.95313,38962.28516,38962.28516,6858752
2022-02-26 11:30:00:00:00,38968.08594,38994.05078,38964.55078,38984.05469,38984.05469,1439744
2022-02-26 11:45:00:00:00,38992.96484,39065.19141,38947.67969,38948.16016,38948.16016,0
2022-02-26 12:00:00:00:00,38967.63281,38967.63281,38886.71484,38928.82031,38928.82031,0
2022-02-26 12:15:00:00:00,38952.35547,38984.95703,38902.62109,38902.62109,38902.62109,0
2022-02-26 12:30:00:00:00,38892.14844,38929.89844,38889.6875,38928.41797,38928.41797,49063936
2022-02-26 12:45:00:00:00,38922.58984,38987.13281,38917.74219,38987.13281,38987.13281,0
2022-02-26 13:00:00:00:00,38993.18359,39019.29688,38968.43359,39019.29688,39019.29688,0
2022-02-26 13:15:00:00:00,39051.16797,39135.125,39051.16797,39134.76172,39134.76172,43356160
2022-02-26 13:30:00:00:00,39126.77344,39126.77344,39101.19922,39121.63672,39121.63672,0
2022-02-26 13:45:00:00:00,39128.76172,39181.28906,39083.00391,39090.35938,39090.35938,0
2022-02-26 14:00:00:00:00,39103.06641,39143.50391,39103.06641,39111.28906,39111.28906,0
2022-02-26 14:15:00:00:00,39106.88281,39116.67969,39070.92969,39116.67969,39116.67969,0
2022-02-26 14:30:00:00:00,39119.28906,39258.59766,39119.28906,39207.39844,39207.39844,36395008
2022-02-26 14:45:00:00:00,39200.67188,39200.67188,39134.30078,39196.67969,39196.67969,0
2022-02-26 15:00:00:00:00,39210.72656,39275.26172,39210.72656,39244.99609,39244.99609,0
2022-02-26 15:15:00:00:00,39238.60156,39257.94531,39203.63672,39239.42578,39239.42578,0
2022-02-26 15:30:00:00:00,39255.09375,39309.71875,39253.91016,39309.71875,39309.71875,0
2022-02-26 15:45:00:00:00,39312.45313,39312.45313,39252.16797,39252.16797,39252.16797,0
2022-02-26 16:00:00:00:00,39247.40625,39298.95313,39218.41797,39289.84375,39289.84375,0
2022-02-26 16:15:00:00:00,39288.98438,39288.98438,39214.46875,39214.46875,39214.46875,0
2022-02-26 16:30:00:00:00,39210.15625,39210.15625,39118.64063,39134.53125,39134.53125,0
2022-02-26 16:45:00:00:00,39140.85156,39172.87109,39121.25,39171.45313,39171.45313,4773888
2022-02-26 17:00:00:00:00,39168.74609,39172.19141,39132.62891,39172.19141,39172.19141,0
2022-02-26 17:15:00:00:00,39178.13281,39206.96094,39171.07031,39202.38281,39202.38281,0
2022-02-26 17:30:00:00:00,39163.50781,39230.07422,39155.91016,39230.0625,39230.0625,39458816
2022-02-26 17:45:00:00:00,39251.86328,39276.92969,39251.86328,39270.86328,39270.86328,0
2022-02-26 18:00:00:00:00,39260.03516,39261.42969,39180.14453,39180.14453,39180.14453,0
2022-02-26 18:15:00:00:00,39141.84375,39141.84375,38927.93359,38966.94531,38966.94531,14682112
2022-02-26 18:30:00:00:00,38972.55469,39024.74609,38967.40234,38967.40234,38967.40234,0
2022-02-26 18:45:00:00:00,38966.66016,39088.09766,38966.66016,39082.49219,39082.49219,0
2022-02-26 19:00:00:00:00,39086.5625,39207.22656,39086.5625,39207.22656,39207.22656,37961728
2022-02-26 19:15:00:00:00,39213.42188,39335.76172,39205.71094,39335.76172,39335.76172,78489600
2022-02-26 19:30:00:00:00,39335.29297,39338.27344,39296.51953,39328.38281,39328.38281,15448064
2022-02-26 19:45:00:00:00,39323.36719,39326.5625,39277.05859,39278.53516,39278.53516,0
2022-02-26 20:00:00:00:00,39274.37891,39292.8125,39265.41797,39265.73828,39265.73828,0
2022-02-26 20:15:00:00:00,39259.55859,39302.875,39259.55859,39302.875,39302.875,0
2022-02-26 20:30:00:00:00,39314.89844,39337.86719,39314.89844,39337.86719,39337.86719,0
2022-02-26 20:45:00:00:00,39340.38281,39389.8125,39340.38281,39366.85547,39366.85547,0
2022-02-26 21:00:00:00:00,39365.23047,39396.89453,39325.30859,39396.89453,39396.89453,12779520
2022-02-26 21:15:00:00:00,39399.92188,39635.32031,39399.92188,39635.32031,39635.32031,360044544
2022-02-26 21:30:00:00:00,39626.92188,39626.92188,39453.83594,39466.89063,39466.89063,21792768
2022-02-26 21:45:00:00:00,39462.42578,39462.42578,39376.42188,39429.62891,39429.62891,35891200
2022-02-26 22:00:00:00:00,39438.85156,39451.82031,39381.60547,39398.73047,39398.73047,12699648
2022-02-26 22:15:00:00:00,39391.92188,39391.92188,39208.80469,39251.71094,39251.71094,17772544
2022-02-26 22:30:00:00:00,39249.95313,39304.43359,39245.73438,39245.73438,39245.73438,45551616
2022-02-26 22:45:00:00:00,39203.69141,39235.63672,39184.02344,39184.02344,39184.02344,0
2022-02-26 23:00:00:00:00,39164.67969,39164.67969,39038.17969,39067.10156,39067.10156,0
2022-02-26 23:15:00:00:00,39085.4375,39118.95703,39078.21094,39078.21094,39078.21094,32356352
2022-02-26 23:30:00:00:00,39084.98828,39084.98828,38982.51172,38983.30469,38983.30469,0
2022-02-26 23:45:00:00:00,38988.92969,39107.5,38988.92969,39107.5,39107.5,0
2022-02-27 00:00:00:00:00,39098.69922,39167.39063,39074.78125,39167.39063,39167.39063,18104320
2022-02-27 00:15:00:00:00,39175.8125,39216.59375,39066.24219,39066.24219,39066.24219,3708928
2022-02-27 00:30:00:00:00,39059.73438,39059.73438,38811.96875,38857.14844,38857.14844,100392960
2022-02-27 00:45:00:00:00,38857.26563,38891.85156,38820.11328,38877.79297,38877.79297,0
2022-02-27 01:00:00:00:00,38831.09375,38851.54297,38432.84375,38450.70703,38450.70703,119170048
2022-02-27 01:15:00:00:00,38435.88672,38537.96875,38435.88672,38498.67188,38498.67188,131496960
2022-02-27 01:30:00:00:00,38486.71094,38501.60547,38431.07813,38499.26953,38499.26953,101390336
2022-02-27 01:45:00:00:00,38500.91406,38508.56641,38442.70313,38442.70313,38442.70313,53210112
2022-02-27 02:00:00:00:00,38393.29297,38436.42188,38293.5,38436.42188,38436.42188,126057472
2022-02-27 02:15:00:00:00,38440.77734,38487.05469,38440.77734,38479.23438,38479.23438,55052288
2022-02-27 02:30:00:00:00,38485.15625,38558.19922,38485.15625,38536.14453,38536.14453,62474240
2022-02-27 02:45:00:00:00,38537.05078,38578.35156,38515.87891,38578.35156,38578.35156,11741184
2022-02-27 03:00:00:00:00,38574.625,38627.07813,38547.76953,38622.62109,38622.62109,42084352
2022-02-27 03:15:00:00:00,38622.26563,38649.94922,38597.92969,38649.94922,38649.94922,0
2022-02-27 03:30:00:00:00,38650.93359,38654.40625,38619.26563,38628.30469,38628.30469,11960320
2022-02-27 03:45:00:00:00,38628.12109,38635.28906,38625.80469,38629.29297,38629.29297,15808512
2022-02-27 04:00:00:00:00,38630.95313,38630.95313,38584.11328,38599.19922,38599.19922,21825536
2022-02-27 04:15:00:00:00,38613.28906,38646.39453,38608.34766,38646.39453,38646.39453,0
2022-02-27 04:30:00:00:00,38644.16797,38655.55859,38612.66797,38612.78125,38612.78125,19478528
2022-02-27 04:45:00:00:00,38609.66797,38616.73438,38525.53906,38562.64453,38562.64453,6467584
2022-02-27 05:00:00:00:00,38569.70703,38601.94531,38510.85156,38601.94531,38601.94531,35589120
2022-02-27 05:15:00:00:00,38596.60156,38668.85938,38596.60156,38663.47266,38663.47266,52357120
2022-02-27 05:30:00:00:00,38654.74609,38688.38281,38628.9375,38688.38281,38688.38281,0
2022-02-27 05:45:00:00:00,38688.99609,38730.62109,38632.93359,38635.17969,38635.17969,37818368
2022-02-27 06:00:00:00:00,38621.26563,38691.76953,38621.26563,38689.46484,38689.46484,20375552
2022-02-27 06:15:00:00:00,38691.83594,38750.18359,38691.83594,38750.18359,38750.18359,45444096
2022-02-27 06:30:00:00:00,38742.05859,38769.49609,38732.26953,38761.78906,38761.78906,25313280
2022-02-27 06:45:00:00:00,38764.66406,38806.99609,38733.41016,38806.99609,38806.99609,64905216
2022-02-27 07:00:00:00:00,38795.40625,38828.99219,38783.47266,38787.46875,38787.46875,24430592
2022-02-27 07:15:00:00:00,38798.05469,38858.125,38798.05469,38853.37891,38853.37891,7659520
2022-02-27 07:30:00:00:00,38849.02344,38866.28125,38819.32813,38861.03906,38861.03906,15732736
2022-02-27 07:45:00:00:00,38857.94141,38862.08594,38813.43359,38821.23047,38821.23047,0
2022-02-27 08:00:00:00:00,38823.04297,38830.79297,38759.98047,38764.70313,38764.70313,20361216
2022-02-27 08:15:00:00:00,38765.36719,38765.36719,38710.82422,38750.95703,38750.95703,0
2022-02-27 08:30:00:00:00,38775.12891,38847.13672,38775.12891,38817.22266,38817.22266,23340032
2022-02-27 08:45:00:00:00,38751.51172,38834.56641,38702.96875,38826.25,38826.25,0
2022-02-27 09:00:00:00:00,38817.16016,38858.53516,38802.21094,38858.53516,38858.53516,0
2022-02-27 09:15:00:00:00,38958.52734,39046.84766,38953.23047,38976.33984,38976.33984,114104320
2022-02-27 09:30:00:00:00,38971.6875,38985.3125,38931.27344,38985.3125,38985.3125,34900992
2022-02-27 09:45:00:00:00,38985.99219,39049.19531,38968.55469,39046.67969,39046.67969,29423616
2022-02-27 10:00:00:00:00,39039.75391,39083.89063,39039.75391,39054.55469,39054.55469,36332544
2022-02-27 10:15:00:00:00,39057.08984,39095.78906,39023.21875,39095.78906,39095.78906,37047296
2022-02-27 10:30:00:00:00,39109.03125,39268.81641,39109.03125,39268.81641,39268.81641,141042688
2022-02-27 10:45:00:00:00,39292.96484,39400.05469,39292.96484,39346.46484,39346.46484,308282368
2022-02-27 11:00:00:00:00,39362.21094,39390.07031,39347.22656,39372.21094,39372.21094,5947392
2022-02-27 11:15:00:00:00,39365.66406,39471.86328,39315.36328,39471.86328,39471.86328,166443008
2022-02-27 11:30:00:00:00,39479.92578,39496.16797,39438.1875,39438.1875,39438.1875,156272640
2022-02-27 11:45:00:00:00,39425.3125,39486.34375,39422.84375,39471.09766,39471.09766,10119168
2022-02-27 12:00:00:00:00,39473.71484,39544.25,39461.94531,39461.94531,39461.94531,64251904
2022-02-27 12:15:00:00:00,39459.36328,39514.25781,39412.08203,39504.28516,39504.28516,69941248
2022-02-27 12:30:00:00:00,39498.83984,39539.07031,39478.64063,39539.07031,39539.07031,12392448
2022-02-27 12:45:00:00:00,39535.26953,39778.94141,39530.3125,39757.46484,39757.46484,417970176
2022-02-27 13:00:00:00:00,39751.78906,39751.78906,39675.04297,39708.14453,39708.14453,69752832
2022-02-27 13:15:00:00:00,39752.19922,39752.19922,39686.22266,39688.36328,39688.36328,7448576
2022-02-27 13:30:00:00:00,39673.82422,39673.82422,39130.55859,39130.55859,39130.55859,189558784
2022-02-27 13:45:00:00:00,39094.35156,39094.35156,38896.77344,38990.68359,38990.68359,623974400
2022-02-27 14:00:00:00:00,39049.50781,39124.125,38934.23047,38946.30469,38946.30469,309921792
2022-02-27 14:15:00:00:00,38941.11328,39075.92969,38941.11328,39052.19141,39052.19141,124329984
2022-02-27 14:30:00:00:00,39041.17578,39041.17578,38905.75781,38971.01563,38971.01563,11814912
2022-02-27 14:45:00:00:00,38970.80469,38994.85938,38790.73047,38790.73047,38790.73047,47169536
2022-02-27 15:00:00:00:00,38822.95703,38872.125,38813.96484,38872.125,38872.125,202541056
2022-02-27 15:15:00:00:00,38871.16797,39316.53906,38871.16797,39316.53906,39316.53906,310640640
2022-02-27 15:30:00:00:00,39335.16016,39338.78906,39149.15234,39165.95313,39165.95313,149530624
2022-02-27 15:45:00:00:00,39182.40234,39350.29297,39175.60547,39341.23828,39341.23828,116436992
2022-02-27 16:00:00:00:00,39343.78125,39347.81641,39233.125,39233.125,39233.125,49352704
2022-02-27 16:15:00:00:00,39215.11719,39223.53516,39160.625,39160.625,39160.625,5466112
2022-02-27 16:30:00:00:00,39146.22266,39146.22266,39071.52734,39084.38672,39084.38672,101087232
2022-02-27 16:45:00:00:00,39076.53516,39092.70703,39032.59766,39092.70703,39092.70703,30965760
2022-02-27 17:00:00:00:00,39090.96094,39116.375,39071.54688,39071.54688,39071.54688,19298304
2022-02-27 17:15:00:00:00,39047.78125,39065.17578,39040.49219,39046.96094,39046.96094,52041728
2022-02-27 17:30:00:00:00,39053.26172,39102.02734,39053.26172,39070.96875,39070.96875,18370560
2022-02-27 17:45:00:00:00,39065.66797,39065.66797,39035.60547,39037.33984,39037.33984,14137344
2022-02-27 18:00:00:00:00,39030.3125,39030.3125,38903.67578,38937.39844,38937.39844,54790144
2022-02-27 18:15:00:00:00,38942.50391,39100.83203,38942.50391,39061.58984,39061.58984,36116480
2022-02-27 18:30:00:00:00,39059.42969,39088.13281,39056.20703,39081.78906,39081.78906,0
2022-02-27 18:45:00:00:00,39076.95313,39076.95313,38933.45703,38933.45703,38933.45703,35303424
2022-02-27 19:00:00:00:00,38932.4375,38970.60547,38929.01563,38964.25391,38964.25391,52494336
2022-02-27 19:15:00:00:00,38943.97656,38943.97656,38673.69531,38677.58594,38677.58594,157917184
2022-02-27 19:30:00:00:00,38629.44531,38629.44531,38323.13672,38323.75391,38323.75391,448417792
2022-02-27 19:45:00:00:00,38299.63672,38299.63672,37851.11719,37851.11719,37851.11719,422008832
2022-02-27 20:00:00:00:00,37682.09375,37829.58594,37682.09375,37762.04297,37762.04297,578203648
2022-02-27 20:15:00:00:00,37724.6875,37724.6875,37583.10547,37583.10547,37583.10547,327417856
2022-02-27 20:30:00:00:00,37593.38672,37751.53516,37593.38672,37725.58203,37725.58203,273780736
2022-02-27 20:45:00:00:00,37782.31641,38171.11328,37782.31641,38010.14063,38010.14063,600901632
2022-02-27 21:00:00:00:00,37963.90234,37995.25781,37563.33594,37580.875,37580.875,349597696
2022-02-27 21:15:00:00:00,37533.92969,37533.92969,37268.97656,37376.87109,37376.87109,216702976
2022-02-27 21:30:00:00:00,37385.4375,37475.72266,37382.17188,37447.85156,37447.85156,217370624
2022-02-27 21:45:00:00:00,37447.14063,37572.57813,37447.14063,37536.85156,37536.85156,242737152
2022-02-27 22:00:00:00:00,37509.39453,37542.92188,37465.44922,37537.41406,37537.41406,113471488
2022-02-27 22:15:00:00:00,37547.38672,37639.91797,37547.38672,37639.75391,37639.75391,142043136
2022-02-27 22:30:00:00:00,37638.60547,37823.55469,37638.60547,37823.55469,37823.55469,220753920
2022-02-27 22:45:00:00:00,37828.62891,37831.60156,37730.41797,37761.89844,37761.89844,55556096
2022-02-27 23:00:00:00:00,37811.32422,37811.32422,37508.62109,37568.01172,37568.01172,154171392
2022-02-27 23:15:00:00:00,37570.12891,37627.35547,37470.85547,37476.39453,37476.39453,54611968
2022-02-27 23:30:00:00:00,37508.19531,37694.99609,37508.19531,37693.05078,37693.05078,246200320
2022-02-27 23:45:00:00:00,37729.66016,37756.68359,37716.65625,37728.96094,37728.96094,114817024
2022-02-28 00:00:00:00:00,37706,37740.42578,37635.48047,37718.01563,37718.01563,98369536
2022-02-28 00:15:00:00:00,37730.23047,37741.22266,37625.22656,37625.22656,37625.22656,72796160
2022-02-28 00:30:00:00:00,37622.00781,37622.00781,37523.09766,37556.41016,37556.41016,0
2022-02-28 00:45:00:00:00,37635.46875,37635.46875,37518.21484,37518.21484,37518.21484,72759296
2022-02-28 01:00:00:00:00,37579.00391,37780.32422,37579.00391,37780.32422,37780.32422,22681600
2022-02-28 01:15:00:00:00,37873.54688,38141.29297,37873.54688,38083.83984,38083.83984,438964224
2022-02-28 01:30:00:00:00,38097.32813,38248.42969,38097.32813,38189.84375,38189.84375,213450752
2022-02-28 01:45:00:00:00,38186.875,38234.14453,38123.45313,38123.45313,38123.45313,47831040
2022-02-28 02:00:00:00:00,38102.49609,38102.49609,37980.37109,37980.37109,37980.37109,8802304
2022-02-28 02:15:00:00:00,37979.03906,37979.03906,37928.03516,37928.03516,37928.03516,4048896
2022-02-28 02:30:00:00:00,37926.84766,37930.54297,37888.85156,37900.17188,37900.17188,39049216
2022-02-28 02:45:00:00:00,37855.83594,37855.83594,37653.35156,37659.01953,37659.01953,78663680
2022-02-28 03:00:00:00:00,37667.95313,37797.37109,37667.95313,37744.74219,37744.74219,67010560
2022-02-28 03:15:00:00:00,37758.52344,37829.84766,37709.51172,37829.84766,37829.84766,115652608
2022-02-28 03:30:00:00:00,37831.82422,37856.96094,37808.58984,37849.08594,37849.08594,52187136
2022-02-28 03:45:00:00:00,37851.76172,37860.29297,37813.01953,37813.01953,37813.01953,43417600
2022-02-28 04:00:00:00:00,37805.64453,37998.08594,37805.64453,37998.08594,37998.08594,95133696
2022-02-28 04:15:00:00:00,37967.25391,37967.25391,37867.125,37871.59375,37871.59375,50341888
2022-02-28 04:30:00:00:00,37852.87891,37854.71094,37784.19922,37800.98438,37800.98438,64841728
2022-02-28 04:45:00:00:00,37806.67188,37830.57422,37806.67188,37812.58594,37812.58594,27910144
2022-02-28 05:00:00:00:00,37813.20703,37891.77344,37803.78516,37890.82031,37890.82031,69550080
2022-02-28 05:15:00:00:00,37951.17969,37961.49609,37908.94141,37908.94141,37908.94141,70938624
2022-02-28 05:30:00:00:00,37917,37940.28125,37878.96875,37878.96875,37878.96875,69421056
2022-02-28 05:45:00:00:00,37878.77344,37878.77344,37838.63672,37839.21484,37839.21484,4562944
2022-02-28 06:00:00:00:00,37844.98047,37894.01563,37585.35938,37599.14063,37599.14063,49410048
2022-02-28 06:15:00:00:00,37807.12891,37950.02344,37714.99609,37727.78125,37727.78125,352612352
2022-02-28 06:30:00:00:00,37761.97266,37824.12109,37723.35547,37819.33984,37819.33984,172943360
2022-02-28 06:45:00:00:00,37809.83594,37939.01953,37795.44922,37939.01953,37939.01953,59953152
2022-02-28 07:00:00:00:00,37937.0625,38089.10938,37937.0625,37978.03516,37978.03516,175728640
2022-02-28 07:15:00:00:00,38000.01953,38172.875,38000.01953,38151.80859,38151.80859,254982144
2022-02-28 07:30:00:00:00,38169.72656,38327.75,38169.72656,38327.75,38327.75,291424256
2022-02-28 07:45:00:00:00,38332.75781,38354.03906,38278.25781,38316.32031,38316.32031,165726208
2022-02-28 08:00:00:00:00,38317.12891,38543.13672,38317.12891,38479.12109,38479.12109,319696896
2022-02-28 08:15:00:00:00,38445.08984,38455.99609,38379.55859,38405.48828,38405.48828,63617024
2022-02-28 08:30:00:00:00,38427.10938,38427.10938,38316.30469,38316.30469,38316.30469,45617152
2022-02-28 08:45:00:00:00,38288.25781,38322.0625,38260.50781,38322.0625,38322.0625,13187072
2022-02-28 09:00:00:00:00,38323.82813,38502.30859,38321.09766,38429.13281,38429.13281,168124416
2022-02-28 09:15:00:00:00,38427.09375,38430.38281,38330.10938,38330.10938,38330.10938,6248448
2022-02-28 09:30:00:00:00,38331.03516,38368.96484,38310.5625,38368.96484,38368.96484,31311872
2022-02-28 09:45:00:00:00,38361.65625,38361.65625,38319.19141,38356.47656,38356.47656,56041472
2022-02-28 10:00:00:00:00,38308.39844,38308.39844,38206.67188,38242.13672,38242.13672,46137344
2022-02-28 10:15:00:00:00,38232.43359,38312.91406,38229.61719,38304.12109,38304.12109,111388672
2022-02-28 10:30:00:00:00,38283.51563,38363.58203,38277.01172,38363.58203,38363.58203,69844992
2022-02-28 10:45:00:00:00,38364.34375,38387.67969,38315.43359,38329.21484,38329.21484,16553984
2022-02-28 11:00:00:00:00,38339.5,38403.3125,38323.29297,38340.40234,38340.40234,24053760
2022-02-28 11:15:00:00:00,38335.48828,38335.48828,38216.54688,38268.75,38268.75,2027520
2022-02-28 11:30:00:00:00,38266.95313,38299.49219,38218.57422,38293.99609,38293.99609,16601088
2022-02-28 11:45:00:00:00,38300.93359,38362.17188,38300.93359,38351.70703,38351.70703,103243776
2022-02-28 12:00:00:00:00,38346.3125,38378.70313,38245.71094,38260.86328,38260.86328,77983744
2022-02-28 12:15:00:00:00,38291.51563,38501.67969,38291.51563,38495.41016,38495.41016,258021376
2022-02-28 12:30:00:00:00,38493.26953,38547.07813,38465.07813,38465.07813,38465.07813,166266880
2022-02-28 12:45:00:00:00,38456.61719,38456.61719,38395.45703,38405.69531,38405.69531,0
2022-02-28 13:00:00:00:00,38358.10938,38358.10938,38229.66797,38308.84766,38308.84766,42123264
2022-02-28 13:15:00:00:00,38310.61719,38310.61719,38051.21875,38051.21875,38051.21875,47767552
2022-02-28 13:30:00:00:00,38057.78125,38089.10938,38008.01953,38047.02734,38047.02734,57520128
2022-02-28 13:45:00:00:00,38054.72656,38086.35547,38043.30859,38063.49609,38063.49609,0
2022-02-28 14:00:00:00:00,38047.17188,38116.80859,38047.17188,38116.80859,38116.80859,0
2022-02-28 14:15:00:00:00,38268.70313,38807.91016,38268.70313,38807.91016,38807.91016,1018044416
2022-02-28 14:30:00:00:00,39030.11328,39323.16406,39030.11328,39246.75781,39246.75781,1108750336
2022-02-28 14:45:00:00:00,39238.62109,39632.90234,39238.62109,39632.90234,39632.90234,681320448
2022-02-28 15:00:00:00:00,39671.36328,39747.15625,39649.05859,39699.24609,39699.24609,711946240
2022-02-28 15:15:00:00:00,39704.19531,40533.56641,39704.19531,40409.61719,40409.61719,1828552704
2022-02-28 15:30:00:00:00,40426.01172,40592.33984,40426.01172,40567.93359,40567.93359,580585472
2022-02-28 15:45:00:00:00,40554.97656,40734.47266,40527.22266,40734.47266,40734.47266,425590784
2022-02-28 16:00:00:00:00,40743.92578,41027.11719,40743.92578,40829.64453,40829.64453,742105088
2022-02-28 16:15:00:00:00,40864.07813,41175.98438,40847.37891,41159.35547,41159.35547,677322752
2022-02-28 16:30:00:00:00,41156.61328,41156.82031,41025.63672,41156.82031,41156.82031,343805952
2022-02-28 16:45:00:00:00,41153.84375,41153.84375,40907.12891,41008.1875,41008.1875,267300864
2022-02-28 17:00:00:00:00,40999.04297,41022.08594,40882.30859,40899.65625,40899.65625,108781568
2022-02-28 17:15:00:00:00,40898.64063,40933.94141,40835.33203,40890.10938,40890.10938,323919872
2022-02-28 17:30:00:00:00,40897.94531,40931.25781,40884.96094,40884.96094,40884.96094,175237120
2022-02-28 17:45:00:00:00,40878.6875,41100.43359,40862.07031,41100.43359,41100.43359,259278848
2022-02-28 18:00:00:00:00,41121.28516,41319.00781,41121.28516,41310.23828,41310.23828,455729152
2022-02-28 18:15:00:00:00,41319.01563,41319.01563,41193.84375,41205.98047,41205.98047,216852480
2022-02-28 18:30:00:00:00,41211.32031,41226.73438,41128.125,41128.125,41128.125,119209984
2022-02-28 18:45:00:00:00,41127.87891,41207.32813,41127.87891,41207.32813,41207.32813,120324096
2022-02-28 19:00:00:00:00,41202.85156,41202.85156,41078.9375,41144.16406,41144.16406,146561024
2022-02-28 19:15:00:00:00,41146.67578,41182.99609,41136.79688,41142.03516,41142.03516,98439168
2022-02-28 19:30:00:00:00,41125.85547,41222.30078,41125.85547,41222.30078,41222.30078,0
2022-02-28 19:45:00:00:00,41250.25781,41308.18359,41245.93359,41308.18359,41308.18359,17459200
2022-02-28 20:00:00:00:00,41311.30078,41391.61719,41311.30078,41389.35156,41389.35156,91547648
2022-02-28 20:15:00:00:00,41390.08203,41623.53125,41372.71484,41621.45703,41621.45703,261347328
2022-02-28 20:30:00:00:00,41605.00391,41605.00391,41508.25,41601.625,41601.625,59267072
2022-02-28 20:45:00:00:00,41617.42578,41823.58203,41617.42578,41792.03516,41792.03516,158550016
2022-02-28 21:00:00:00:00,41797.21484,41823.70313,41666.84375,41666.84375,41666.84375,0
2022-02-28 21:15:00:00:00,41682.88672,41704.84375,41632.77734,41642,41642,0
